"DRUGA","DRUGB","WEIGHT"
"540","12463","1"
"1319","1398","1"
"132","150","1"
"165","40744","1"
"1405","2304","1"
"3449","4478","1"
"631","6000","1"
"144","41399","1"
"1861","11514","1"
"60","640","1"
"2690","4576","1"
"1103","11674","1"
"179","979","1"
"267","16682","1"
"1393","2687","1"
"1410","2161","1"
"1421","1820","1"
"6396","17640","1"
"502","30309","1"
"617","3095","1"
"469","31337","1"
"11","2465","1"
"753","8339","1"
"1351","3983","1"
"284","29816","1"
"335","9161","1"
"499","767","1"
"2329","25024","1"
"979","15535","1"
"143","1831","1"
"80","628","1"
"2258","2365","1"
"83","1120","1"
"13722","13723","1"
"133","26191","1"
"1112","11419","2"
"978","3639","1"
"291","2419","1"
"57","467","1"
"621","3639","1"
"871","11514","1"
"147","1719","1"
"5156","17134","1"
"1419","1910","1"
"1151","10219","1"
"246","1419","1"
"16869","16870","1"
"224","16593","1"
"129","1719","1"
"98","2397","1"
"218","39148","1"
"685","4169","1"
"1990","4604","1"
"218","370","1"
"23","646","1"
"20942","26191","1"
"6324","6855","1"
"620","16682","1"
"2520","4169","1"
"346","473","1"
"462","469","1"
"5263","13836","1"
"248","6855","1"
"376","1623","1"
"162","2948","1"
"1419","1932","1"
"230","842","1"
"1179","9374","2"
"69","1590","1"
"2238","7630","1"
"76","205","1"
"249","6833","1"
"1421","1877","1"
"43","640","1"
"449","2365","1"
"147","4518","1"
"787","15207","1"
"650","1693","1"
"1969","4980","1"
"248","572","1"
"457","29816","1"
"1892","9161","1"
"53","1224","1"
"147","4526","1"
"287","24953","1"
"528","4148","1"
"1018","6881","1"
"5430","6855","1"
"556","28708","1"
"2288","16682","1"
"944","16682","1"
"156","3983","1"
"525","29673","1"
"31","4518","1"
"1410","2240","1"
"1401","2520","1"
"122","3389","1"
"9628","9629","1"
"20","184","1"
"1395","2710","1"
"777","8339","1"
"165","8202","1"
"2876","22338","1"
"1293","5876","1"
"3449","4576","1"
"640","921","1"
"133","223","1"
"578","1017","1"
"732","7872","1"
"31","154","1"
"57","539","1"
"1088","1943","1"
"896","18192","1"
"1320","5048","1"
"94","23946","1"
"799","21202","1"
"1395","2727","1"
"1435","1488","1"
"196","39892","1"
"144","6000","1"
"98","9785","1"
"1395","2732","1"
"600","1272","1"
"191","40058","1"
"191","40059","1"
"3123","14704","1"
"3123","14705","1"
"212","1736","1"
"430","4688","1"
"2055","7630","1"
"1396","2710","2"
"667","779","1"
"1419","1999","1"
"641","2465","1"
"364","1036","1"
"3555","24953","1"
"14","408","1"
"4694","4755","1"
"170","1943","1"
"220","1500","1"
"753","6000","1"
"5291","13048","1"
"251","267","1"
"999","3095","1"
"2859","22907","1"
"1421","1949","1"
"412","33230","1"
"1420","1982","1"
"39","44792","1"
"1419","2016","1"
"1228","7938","1"
"1251","7225","1"
"1251","7226","1"
"1396","2727","1"
"1425","1825","1"
"1396","2732","1"
"777","1422","1"
"269","5796","1"
"246","1260","1"
"39","44791","1"
"6934","27669","1"
"147","4604","1"
"273","2310","1"
"1294","38545","1"
"140","1494","1"
"824","20456","1"
"378","7739","1"
"667","3191","1"
"1272","6592","1"
"162","3602","1"
"948","16638","1"
"662","7739","1"
"51","5666","1"
"150","1193","1"
"13","2849","1"
"1220","8211","1"
"1410","2321","1"
"165","448","1"
"2","1719","1"
"130","4604","1"
"670","956","1"
"864","19253","1"
"3467","4096","1"
"5401","9680","1"
"1404","2515","1"
"220","2365","1"
"36","76","1"
"143","4209","1"
"44","3639","1"
"68","572","1"
"200","506","1"
"1305","4689","1"
"1721","34580","1"
"3428","5317","1"
"179","18135","1"
"150","646","1"
"1292","6000","1"
"4151","5666","1"
"4556","6000","1"
"1425","1880","1"
"573","3983","1"
"1418","2099","1"
"35","1017","1"
"1405","2504","1"
"1395","2815","1"
"191","40140","1"
"162","3639","1"
"61","216","1"
"291","24953","1"
"51","528","1"
"132","646","1"
"3343","7967","1"
"76","641","1"
"154","1674","1"
"1405","2515","2"
"1018","14512","1"
"66","1831","1"
"94","1831","1"
"2668","7166","1"
"46","98","1"
"1419","2087","1"
"98","553","1"
"143","9005","1"
"3259","10586","1"
"1421","2029","1"
"81","499","1"
"1225","8107","1"
"1794","14100","1"
"51","6000","1"
"1422","1997","1"
"166","754","1"
"927","16854","1"
"138","482","1"
"239","2365","1"
"531","6193","1"
"1396","2815","1"
"418","2258","1"
"4216","29816","1"
"539","1419","1"
"1231","7934","1"
"1421","2044","1"
"1353","1943","1"
"242","921","1"
"979","15750","1"
"558","3602","1"
"1212","44419","1"
"1420","2082","1"
"1408","2419","1"
"60","3774","1"
"399","33736","1"
"335","2310","1"
"14","222","1"
"1364","3824","2"
"2314","9283","1"
"64","761","1"
"2841","23576","1"
"144","11514","1"
"1304","2451","1"
"129","1647","1"
"469","31578","1"
"1269","5294","1"
"140","451","1"
"367","1590","1"
"1375","3496","1"
"144","16682","1"
"262","1145","1"
"248","3191","1"
"347","8340","1"
"1179","9577","1"
"2477","34876","1"
"337","7951","1"
"2361","8339","1"
"60","905","1"
"144","4539","1"
"20","61","1"
"162","3983","1"
"31","920","1"
"2273","3533","1"
"165","34580","1"
"140","469","1"
"1377","3451","1"
"2289","6000","1"
"2336","16682","1"
"502","2849","1"
"14","1455","1"
"399","3639","1"
"20","73","1"
"3079","4604","1"
"2","2424","1"
"383","604","1"
"254","4604","1"
"364","935","1"
"422","1943","1"
"2477","34900","1"
"97","367","1"
"1320","4768","1"
"452","7166","1"
"349","620","1"
"809","44418","1"
"809","44419","1"
"156","1419","1"
"1421","2108","1"
"5430","8902","1"
"3125","14821","1"
"349","627","1"
"90","43370","1"
"1316","5368","1"
"1278","6547","1"
"205","1861","1"
"1422","2082","1"
"401","33736","1"
"191","40248","1"
"1337","4723","1"
"4578","35324","1"
"4578","35325","1"
"4578","35326","1"
"191","40243","1"
"1228","8107","1"
"2317","39882","1"
"485","761","1"
"1410","2468","1"
"1131","11103","1"
"66","25024","1"
"860","2316","1"
"4327","7872","1"
"94","1364","1"
"3467","4243","1"
"5309","12678","1"
"1246","7560","1"
"1246","7561","1"
"3446","4898","1"
"1246","7562","1"
"129","1721","1"
"1093","12305","1"
"896","18415","1"
"896","18416","1"
"43","905","1"
"1247","7538","1"
"1272","6764","1"
"138","1164","1"
"2289","40775","1"
"407","33581","1"
"23","36","1"
"16424","23944","1"
"191","2331","1"
"94","14609","1"
"16424","23947","1"
"129","34580","1"
"449","2397","1"
"502","510","1"
"829","3489","1"
"4457","7739","1"
"43","921","1"
"633","5267","1"
"842","3639","1"
"10","6000","1"
"78","431","1"
"895","7739","1"
"81","1219","1"
"61","73","1"
"578","1272","1"
"270","11514","1"
"710","3095","1"
"71","360","1"
"230","7967","1"
"2952","6881","1"
"712","3446","1"
"520","7951","1"
"205","251","1"
"1036","2331","1"
"3446","4939","1"
"2336","16130","1"
"1977","5330","1"
"126","131","1"
"268","9005","1"
"3471","4169","1"
"31","124","1"
"562","1319","1"
"243","754","1"
"1419","2249","1"
"621","3983","1"
"6592","34580","1"
"568","4980","1"
"399","3983","1"
"205","267","1"
"192","6881","1"
"2427","9283","1"
"2678","28764","1"
"6324","9410","1"
"68","184","1"
"76","528","1"
"68","482","1"
"43","367","1"
"239","2258","1"
"502","556","1"
"205","1949","1"
"367","2238","1"
"999","5417","1"
"57","1419","1"
"224","254","1"
"31","448","1"
"1373","3697","1"
"248","623","1"
"2238","7967","1"
"522","921","1"
"125","774","1"
"519","4526","1"
"499","1152","1"
"12804","16682","1"
"68","205","1"
"418","33312","1"
"621","685","1"
"274","10517","1"
"1305","4690","1"
"5445","8551","1"
"1401","2843","1"
"721","14609","1"
"2679","28764","1"
"28880","28881","1"
"3033","8339","1"
"3033","8340","1"
"3123","15004","1"
"520","1721","1"
"69","1949","1"
"2716","11514","1"
"31","773","1"
"172","7543","1"
"607","7967","1"
"1278","6670","1"
"1421","2238","1"
"413","1861","1"
"414","1831","1"
"428","33024","1"
"179","40744","1"
"800","1193","1"
"417","4688","1"
"5430","9038","1"
"9261","21349","1"
"76","1164","1"
"247","38639","1"
"65","920","1"
"1255","7396","1"
"414","1590","1"
"131","337","1"
"1391","3183","1"
"267","627","1"
"1240","7866","1"
"4515","9448","1"
"641","787","1"
"1250","7560","1"
"1250","7561","1"
"1250","7562","1"
"1440","1673","1"
"840","20273","1"
"1421","2264","1"
"12","27223","1"
"767","1219","1"
"671","25517","1"
"671","25518","1"
"671","25519","1"
"1405","2766","1"
"2390","37768","1"
"2390","37769","1"
"2390","37770","1"
"956","3486","1"
"2390","37772","1"
"559","4688","1"
"559","4689","1"
"164","6000","1"
"1188","9502","1"
"1433","1907","1"
"141","920","1"
"139","408","1"
"145","34580","1"
"1272","6904","1"
"1345","4642","1"
"360","462","1"
"506","1007","1"
"520","16854","1"
"216","1419","1"
"251","335","1"
"404","408","1"
"1212","44418","1"
"191","25024","1"
"191","9301","1"
"205","372","1"
"126","248","1"
"26","3639","1"
"412","426","1"
"191","528","1"
"3389","6830","1"
"31","243","1"
"476","1219","1"
"20555","20556","1"
"139","144","1"
"14","172","1"
"521","2948","1"
"94","8202","1"
"191","40441","1"
"3031","17938","1"
"94","23947","1"
"261","324","1"
"261","1419","1"
"959","16638","1"
"1272","6936","1"
"313","36665","1"
"325","2365","1"
"446","6894","1"
"3090","9448","1"
"755","2465","1"
"1420","2354","1"
"1278","6757","1"
"561","11780","1"
"253","1949","1"
"413","1949","1"
"1419","2390","1"
"1419","2391","1"
"1419","2392","1"
"430","667","1"
"26","126","1"
"1152","1219","1"
"1114","11851","1"
"343","10328","1"
"17697","22068","1"
"44","3983","1"
"1293","6306","1"
"346","4539","1"
"367","1861","1"
"5266","14218","1"
"1434","33805","1"
"143","920","1"
"303","956","1"
"3350","8082","1"
"89","860","1"
"343","35765","1"
"80","1433","1"
"3170","13666","1"
"3170","13667","1"
"3245","8340","1"
"3123","15126","1"
"17640","23851","1"
"134","3191","1"
"1145","10911","1"
"414","1949","1"
"423","2172","1"
"31","1494","1"
"23","248","1"
"3076","16593","1"
"1419","2424","1"
"540","29676","1"
"3343","8320","1"
"119","243","1"
"426","573","1"
"725","5417","1"
"417","6000","1"
"508","785","1"
"253","1453","1"
"191","11343","1"
"3451","4980","1"
"26","6000","1"
"165","558","1"
"627","657","1"
"677","1791","1"
"145","41937","1"
"145","41938","1"
"145","41939","1"
"3170","13698","1"
"25787","33471","1"
"25787","33472","1"
"1410","2727","1"
"46","462","1"
"4688","4689","1"
"558","29143","1"
"51","905","1"
"451","5666","1"
"28","426","1"
"711","5294","1"
"1393","3263","1"
"364","972","1"
"563","1500","1"
"335","553","1"
"628","2451","1"
"156","1145","1"
"51","1800","1"
"1269","4768","1"
"239","264","1"
"4125","7166","1"
"2419","37003","1"
"1225","8481","1"
"1225","8482","1"
"172","41127","1"
"1411","2716","1"
"17560","26389","1"
"60","349","1"
"2772","4539","1"
"147","1721","1"
"166","564","1"
"138","572","1"
"200","364","1"
"133","1590","1"
"1977","5267","1"
"343","35837","1"
"293","16682","1"
"1316","5676","1"
"173","4526","1"
"99","920","1"
"201","905","1"
"2646","3191","1"
"1217","2535","1"
"3245","8339","1"
"553","657","1"
"633","5330","1"
"4652","11606","1"
"2698","3850","1"
"2985","15207","1"
"1435","2000","1"
"1423","2373","1"
"1421","2436","1"
"894","18774","1"
"1137","11242","1"
"553","667","1"
"774","3776","1"
"1276","6936","1"
"5281","13853","1"
"349","430","1"
"431","494","1"
"3482","4090","1"
"3482","4091","1"
"3482","4092","1"
"3482","4093","1"
"9509","13865","1"
"1433","2077","1"
"1397","3195","1"
"399","34134","1"
"7526","9806","1"
"3482","4096","1"
"3482","4094","1"
"3482","4095","1"
"422","1800","1"
"3446","5219","1"
"1411","2769","1"
"5294","13469","1"
"1411","2770","1"
"3482","4097","1"
"149","11514","1"
"1420","2489","1"
"40","126","1"
"147","34580","1"
"1127","8954","1"
"165","364","1"
"496","2465","1"
"1421","2471","1"
"335","627","1"
"165","7739","1"
"3478","4243","1"
"1419","2536","1"
"225","771","1"
"1278","4209","1"
"205","553","1"
"216","1331","1"
"1121","11782","1"
"1223","8621","1"
"1423","2422","1"
"417","4689","1"
"417","4690","1"
"96","1367","1"
"2419","37086","1"
"1146","11014","1"
"1421","2489","1"
"935","9301","1"
"89","124","1"
"23","981","1"
"1373","3982","1"
"139","621","1"
"3244","11513","1"
"4475","9005","1"
"270","4768","1"
"559","4690","1"
"31","139","1"
"191","9005","1"
"628","979","1"
"243","1346","1"
"1005","15400","1"
"842","3983","1"
"399","777","1"
"4528","6881","1"
"94","11514","1"
"94","23945","1"
"321","2419","1"
"94","1453","1"
"2168","3850","1"
"496","1785","1"
"61","123","1"
"349","35747","1"
"942","2659","1"
"3081","16593","1"
"144","3602","1"
"3469","24953","1"
"1338","5094","1"
"264","38389","1"
"147","1831","1"
"172","773","1"
"3467","4635","1"
"467","1224","1"
"31","1364","1"
"191","3257","1"
"1213","8977","1"
"69","4539","1"
"31","6000","1"
"1425","2408","1"
"428","8340","1"
"1218","8827","1"
"1421","2535","1"
"31","9580","1"
"5403","10167","1"
"1410","2879","1"
"71","136","1"
"1455","1486","1"
"6252","10328","1"
"3504","3505","1"
"3504","3506","1"
"3504","3507","1"
"3504","3508","1"
"1422","2515","1"
"1455","1492","1"
"1388","3571","1"
"516","9283","1"
"223","628","1"
"31","3446","1"
"1391","3482","1"
"921","1943","1"
"979","1721","1"
"2055","7967","1"
"61","165","1"
"1030","14678","1"
"1030","14679","1"
"8907","32636","1"
"431","11514","1"
"68","251","1"
"139","399","1"
"2715","4980","1"
"242","7739","1"
"267","3095","1"
"746","7739","1"
"751","23338","1"
"921","4539","1"
"279","26191","1"
"777","8340","1"
"126","4768","1"
"3505","3506","1"
"3505","3507","1"
"3505","3508","1"
"1305","4688","1"
"2766","3841","1"
"706","7166","1"
"216","4690","1"
"1450","1682","1"
"3286","10303","1"
"251","627","1"
"810","4689","1"
"119","1331","1"
"1405","3082","1"
"974","16445","1"
"1431","2278","1"
"687","25344","1"
"774","3927","1"
"620","627","1"
"262","572","1"
"1012","15273","1"
"1036","9174","1"
"223","1231","1"
"2","3221","1"
"80","3983","1"
"1388","3622","1"
"239","4526","1"
"1410","2942","1"
"905","7122","1"
"218","556","1"
"133","627","1"
"98","32443","1"
"3506","3507","1"
"3506","3508","1"
"158","1006","1"
"61","218","1"
"155","528","1"
"1287","6765","1"
"1433","2240","1"
"1062","3446","1"
"1453","1622","1"
"253","2238","1"
"2","1455","1"
"570","4688","1"
"14","14609","1"
"1460","26191","1"
"172","8954","1"
"620","27452","1"
"633","12685","1"
"251","667","1"
"154","860","1"
"246","1100","1"
"12","4689","1"
"26","119","1"
"349","3983","1"
"73","165","1"
"2","564","1"
"1457","1516","1"
"421","2258","1"
"1320","5765","1"
"3170","7166","1"
"1996","23551","1"
"205","430","1"
"3507","3508","1"
"1442","1987","1"
"1453","1648","1"
"1395","3447","1"
"1395","3445","1"
"7425","13127","1"
"1320","5775","1"
"1401","3259","1"
"3449","5314","1"
"1420","2678","1"
"2238","29816","1"
"68","4689","1"
"1433","2278","2"
"75","421","1"
"399","404","1"
"1405","3149","1"
"1075","3927","1"
"230","7951","1"
"133","6000","1"
"68","349","1"
"96","370","1"
"1224","8768","1"
"2","595","1"
"251","430","1"
"1407","3098","1"
"1164","1453","1"
"278","972","1"
"218","621","1"
"869","3850","1"
"846","20495","1"
"1396","3445","1"
"1188","9895","1"
"1396","3447","1"
"1396","3449","1"
"2277","3172","1"
"4151","5458","1"
"1093","12845","1"
"5468","8292","1"
"5081","11513","1"
"349","667","1"
"191","6881","1"
"76","124","1"
"325","1943","1"
"557","11513","1"
"558","1943","1"
"367","1949","1"
"1453","1695","2"
"1062","13817","1"
"1062","13818","1"
"1062","13819","1"
"76","430","1"
"80","9283","1"
"1395","3493","1"
"667","868","1"
"12","1224","1"
"558","1719","1"
"241","774","1"
"1419","2760","1"
"12858","41368","1"
"1421","2700","1"
"16424","23946","1"
"1294","6636","1"
"558","29455","1"
"629","921","1"
"4621","23551","1"
"462","16682","1"
"119","1164","1"
"2424","3221","1"
"153","1831","1"
"1433","2338","1"
"573","4689","1"
"573","4690","1"
"1918","11514","1"
"1453","1722","1"
"61","324","1"
"144","6525","1"
"2189","5105","1"
"1396","3493","1"
"469","5666","1"
"628","3432","1"
"1453","1729","1"
"1420","2753","1"
"563","29322","1"
"2948","3533","1"
"90","2659","1"
"69","1861","1"
"1411","3038","1"
"5294","13738","1"
"162","3533","1"
"1393","3599","1"
"218","404","1"
"17846","17847","1"
"179","196","1"
"154","685","1"
"2059","4539","1"
"1144","4539","1"
"346","4689","1"
"60","17670","1"
"1419","2803","1"
"1255","7887","1"
"154","404","1"
"20","422","1"
"31","82","1"
"974","16603","1"
"7408","9005","1"
"53","306","1"
"97","2465","1"
"195","23551","1"
"248","1164","1"
"12","4526","1"
"119","337","1"
"20","129","1"
"510","5796","1"
"428","8339","1"
"1180","4768","1"
"1147","11254","1"
"1405","3257","1"
"422","33731","1"
"1391","3690","1"
"6764","33736","1"
"248","1453","1"
"51","685","1"
"118","2974","1"
"239","629","1"
"164","408","1"
"990","5105","1"
"1435","2338","1"
"4327","43759","1"
"224","9005","1"
"347","8339","1"
"24","15207","1"
"451","462","1"
"1075","3776","1"
"1224","8888","1"
"1076","2451","1"
"98","5294","1"
"1021","15185","1"
"224","39892","1"
"842","20736","1"
"842","20737","1"
"842","20738","1"
"842","20739","1"
"842","20740","1"
"842","20741","1"
"842","20742","1"
"842","20743","1"
"1213","9243","1"
"842","20744","1"
"692","4690","1"
"990","2465","1"
"2131","16682","1"
"243","2465","1"
"123","556","1"
"444","3446","1"
"97","8339","1"
"7225","19492","1"
"2455","36291","1"
"335","430","1"
"2455","36290","1"
"1353","4920","1"
"94","6000","1"
"375","5105","1"
"5309","9174","1"
"51","1331","1"
"2419","3486","1"
"5278","14324","1"
"253","39028","1"
"253","39029","1"
"1997","9174","1"
"65","1494","1"
"51","4539","1"
"5486","7882","1"
"3489","4209","1"
"176","667","1"
"278","1405","1"
"364","1405","1"
"979","15207","1"
"349","553","1"
"1391","3763","1"
"1391","3764","1"
"2340","39882","1"
"135","15207","1"
"144","2238","1"
"940","7739","1"
"3145","14932","1"
"3145","14933","1"
"14","404","1"
"2","777","1"
"1453","1853","1"
"1534","23551","1"
"24","4539","1"
"8339","8340","1"
"164","4689","1"
"1401","3471","1"
"3446","5613","1"
"71","451","1"
"139","404","1"
"1457","1745","1"
"1127","11976","1"
"1338","5435","1"
"1793","16682","1"
"540","3841","1"
"1453","1875","1"
"144","550","1"
"2045","5105","1"
"745","5105","1"
"1453","1880","1"
"205","667","1"
"68","1453","1"
"1997","5105","1"
"829","4209","1"
"136","10328","1"
"216","1453","1"
"799","2659","1"
"68","1164","1"
"556","779","1"
"868","6000","1"
"1419","2948","1"
"73","422","1"
"1453","1896","1"
"1208","9492","1"
"1208","9493","1"
"1208","9494","1"
"1208","9495","1"
"1294","6827","1"
"3446","5655","1"
"1410","3233","1"
"139","154","1"
"502","1007","1"
"267","5263","1"
"223","979","1"
"621","9174","1"
"261","364","1"
"31","245","1"
"293","1831","1"
"262","1164","1"
"553","29816","1"
"1218","9205","1"
"94","979","1"
"12","4688","1"
"363","1260","1"
"1435","2482","1"
"1183","10294","1"
"239","779","1"
"9982","34580","1"
"1410","3261","1"
"200","16682","1"
"170","1800","1"
"28070","28772","1"
"28070","28773","1"
"1183","10302","1"
"1021","3850","1"
"376","6881","1"
"1467","1503","1"
"150","1861","1"
"482","1164","1"
"7510","10781","1"
"7510","10782","1"
"218","324","1"
"212","2465","1"
"68","627","1"
"64","155","1"
"76","1269","1"
"165","261","1"
"324","364","1"
"510","556","1"
"1100","1419","1"
"5200","16869","1"
"5200","16870","1"
"165","556","1"
"2770","26667","1"
"5538","6396","1"
"5445","9279","1"
"2392","38389","1"
"462","553","1"
"181","3446","1"
"1415","3143","1"
"345","4688","1"
"1415","3145","1"
"154","621","1"
"230","39882","1"
"268","9785","1"
"1278","7396","1"
"2924","6856","1"
"261","422","1"
"243","39484","1"
"123","4148","1"
"921","5105","1"
"65","5105","1"
"1278","7406","1"
"3229","12462","1"
"94","156","1"
"16424","23945","1"
"1323","6015","1"
"9420","17152","1"
"73","216","1"
"145","1208","1"
"179","34580","1"
"136","2631","1"
"628","1231","1"
"133","430","1"
"346","4688","1"
"1453","1999","1"
"80","1494","1"
"6449","9283","1"
"27","155","1"
"1453","2006","1"
"176","553","1"
"1103","12858","1"
"12","1831","1"
"1316","6258","1"
"1423","2942","1"
"1453","2013","1"
"138","1453","1"
"1186","10294","1"
"247","39404","1"
"556","667","1"
"1453","2022","1"
"1186","10302","1"
"455","16854","1"
"809","21992","1"
"621","1943","1"
"28095","28096","1"
"150","2238","1"
"404","621","1"
"80","640","1"
"1918","15207","1"
"414","1861","1"
"4427","11514","1"
"76","176","1"
"248","337","1"
"754","1346","1"
"1179","10539","1"
"186","17670","1"
"269","38753","1"
"269","38754","1"
"269","38755","1"
"138","42817","1"
"1070","13926","1"
"1334","5743","1"
"1334","5744","1"
"269","38759","1"
"269","38758","1"
"269","38756","1"
"1294","6988","1"
"1294","6989","1"
"1239","8695","1"
"269","38760","1"
"269","38757","1"
"1320","6189","1"
"1453","2067","1"
"981","16699","1"
"570","4689","1"
"44","599","1"
"138","641","1"
"1408","3467","1"
"1231","8954","1"
"1433","2694","2"
"5445","9394","1"
"1408","3471","1"
"1320","6199","1"
"3493","4368","1"
"641","27223","1"
"3493","4370","1"
"176","627","1"
"511","31284","1"
"1278","7507","1"
"1421","3076","1"
"129","2659","1"
"1278","7508","1"
"620","4690","1"
"282","38389","1"
"1421","3081","1"
"412","692","1"
"245","1590","1"
"2278","16854","1"
"1046","2465","1"
"73","324","1"
"404","685","1"
"657","667","1"
"641","1164","1"
"367","35765","1"
"418","4539","1"
"144","777","1"
"1294","7033","1"
"1426","2942","1"
"218","1331","1"
"172","777","1"
"60","5105","1"
"251","868","1"
"7550","9711","1"
"176","657","1"
"1367","4778","1"
"1453","2112","1"
"1457","1992","1"
"205","335","1"
"518","4539","1"
"1453","2120","1"
"1293","7081","1"
"1293","7082","1"
"1293","7083","1"
"1323","6154","1"
"1293","7084","1"
"36290","36291","1"
"191","779","1"
"787","1453","1"
"191","3850","1"
"179","1721","1"
"76","1453","1"
"14","685","1"
"469","32637","1"
"73","364","1"
"449","5294","1"
"3478","4898","1"
"49","6881","1"
"164","194","1"
"218","3841","1"
"324","556","1"
"1464","1805","1"
"251","39410","1"
"94","1500","1"
"324","15207","1"
"51","165","1"
"205","657","1"
"3031","18774","1"
"425","5105","1"
"242","640","1"
"414","2238","1"
"573","4688","1"
"26","40","1"
"520","31087","1"
"520","31088","1"
"1472","1576","1"
"1407","3590","1"
"1419","3221","1"
"36","646","1"
"1410","3504","1"
"1410","3505","1"
"640","27376","1"
"1410","3506","1"
"1410","3508","1"
"1433","2796","1"
"1410","3507","1"
"1410","3511","3"
"1410","3512","1"
"94","4688","1"
"94","4689","1"
"404","773","1"
"164","528","1"
"1433","2808","1"
"163","9283","1"
"267","3446","1"
"1120","12515","1"
"76","627","1"
"1208","1405","1"
"243","646","1"
"145","550","1"
"499","1145","1"
"974","9174","1"
"219","9580","1"
"1453","2203","1"
"262","1453","1"
"144","7543","1"
"293","2659","1"
"692","4688","1"
"1348","5468","1"
"12","4690","1"
"1101","13127","1"
"326","4768","1"
"1472","1630","1"
"408","685","1"
"99","239","1"
"1228","3841","1"
"68","4688","1"
"268","4768","1"
"1412","3496","1"
"1159","11340","1"
"608","3446","1"
"528","1500","1"
"1293","1729","1"
"60","264","1"
"139","773","1"
"367","921","1"
"1455","2176","1"
"1453","2238","1"
"528","1269","1"
"12","2659","1"
"599","750","1"
"51","556","1"
"4695","32816","1"
"64","156","1"
"239","39882","1"
"78","4688","1"
"78","4689","1"
"346","4690","1"
"635","15207","1"
"987","16699","1"
"194","528","1"
"239","39889","1"
"239","39890","1"
"1457","2132","1"
"61","261","1"
"216","422","1"
"267","39028","1"
"267","39029","1"
"422","556","1"
"426","692","1"
"667","5105","1"
"779","1007","1"
"133","1861","1"
"1420","3293","1"
"438","33736","1"
"1305","6863","1"
"1462","1997","1"
"15366","29726","1"
"191","41399","1"
"1337","5875","1"
"1337","5876","1"
"1337","5877","1"
"1337","5878","1"
"1337","5879","1"
"1337","5880","1"
"1405","3773","1"
"1337","5882","1"
"1393","4144","1"
"1337","5881","1"
"1453","2289","1"
"1262","8211","1"
"951","17847","1"
"1442","2634","1"
"951","17846","1"
"657","868","1"
"646","981","1"
"165","324","1"
"620","4689","1"
"218","685","1"
"89","1224","1"
"1351","5468","1"
"1419","3362","1"
"1457","2185","1"
"143","42920","1"
"502","667","1"
"3199","13722","1"
"3199","13723","1"
"335","657","1"
"1380","4578","1"
"1181","10749","1"
"1407","3743","1"
"1407","3745","1"
"1453","2317","1"
"7396","14693","1"
"627","667","1"
"287","4539","1"
"8296","15207","1"
"1259","8339","1"
"129","43370","1"
"2361","8340","1"
"414","2659","1"
"1259","8340","1"
"205","2238","1"
"763","15207","1"
"810","4688","1"
"282","38636","1"
"1453","2336","1"
"1463","2026","1"
"282","38639","1"
"1453","2340","1"
"3471","5319","1"
"13312","27930","1"
"13312","27931","1"
"2427","37687","1"
"990","16699","1"
"586","2659","1"
"13312","27932","1"
"1451","2411","1"
"1396","4116","1"
"0","29816","1"
"51","61","1"
"1405","3841","1"
"243","245","1"
"51","1269","1"
"133","2238","1"
"2108","7122","1"
"85","1405","1"
"245","1861","1"
"205","868","1"
"283","38639","1"
"42440","42493","1"
"26","248","1"
"3451","5970","1"
"1453","2373","1"
"761","5105","1"
"1453","2372","1"
"810","5105","1"
"1472","1783","1"
"430","4689","1"
"1183","10750","1"
"243","39882","1"
"267","39148","1"
"264","462","1"
"261","556","1"
"216","4688","1"
"216","4689","1"
"1472","1800","1"
"3286","11103","1"
"650","3850","1"
"2760","27413","1"
"218","777","1"
"1249","8721","1"
"165","422","1"
"4","349","1"
"164","4688","1"
"69","2238","1"
"164","4690","1"
"1380","4671","1"
"3445","6193","1"
"222","1231","1"
"1011","16114","1"
"154","777","1"
"408","621","1"
"122","1193","1"
"4961","24743","1"
"1483","1490","1"
"8190","9965","1"
"510","779","1"
"502","779","1"
"1183","10796","1"
"1475","1745","1"
"392","35324","1"
"392","35325","1"
"392","35326","1"
"1231","9317","1"
"139","685","1"
"1318","6625","1"
"1472","1851","1"
"2825","25444","1"
"3445","6229","1"
"809","22410","1"
"85","7180","1"
"404","777","1"
"2559","4539","1"
"245","1949","1"
"1472","1865","1"
"251","657","1"
"1440","2859","1"
"123","324","1"
"26","337","1"
"3489","4881","1"
"1278","7887","1"
"399","685","1"
"245","2238","1"
"1453","2466","1"
"1475","1785","1"
"1255","8606","1"
"142","1494","1"
"39","9448","1"
"3447","6193","1"
"1348","5727","1"
"1453","2473","1"
"1186","10750","1"
"270","39148","1"
"25975","28726","1"
"36","44","1"
"1421","3470","1"
"2120","15207","1"
"621","777","1"
"1433","3108","1"
"94","44619","1"
"94","44620","1"
"1433","3112","1"
"20","556","1"
"787","11513","1"
"1457","2372","1"
"1380","4760","1"
"924","1319","1"
"4475","39892","1"
"777","881","1"
"3447","6229","1"
"125","311","1"
"4605","35869","1"
"4605","35870","1"
"1453","2510","1"
"1138","12278","1"
"942","18355","1"
"1486","1492","1"
"2117","4690","1"
"570","4690","1"
"1465","2146","1"
"1186","10796","1"
"1410","3855","1"
"810","4690","1"
"869","20629","1"
"9550","13664","1"
"9550","13665","2"
"9550","13666","2"
"9550","13667","2"
"2455","37005","1"
"1466","2130","1"
"1419","3589","1"
"1982","7122","1"
"1435","3098","1"
"1455","2479","1"
